Season,Team,Player,Age,Position,Games,Games_Started,Minutes_Played,Field_Goal_Percentage,FG_percentage_on_FGAs_that_are_0_to_3_feet_from_the_basket,FG_percentage_on_FGAs_that_are_3_to_10_feet_from_the_basket,FG_percentage_on_FGAs_that_are_10_to_16_feet_from_the_basket,FG_percentage_on_FGAs_that_are_more_than_16_feet_from_the_basket,FG_percentage_on_FGAs_that_are_3_Pt_FGAs
2020-21,Toronto Raptors,Stanley Johnson,24,PF,61,13,1006,.382,.489,.486,.400,.000,.328
2020-21,Toronto Raptors,Aron Baynes,34,C,53,31,980,.441,.590,.473,.471,.333,.262
2020-21,Toronto Raptors,DeAndre' Bembry,26,SF,51,12,972,.513,.767,.436,.375,.000,.264
2020-21,Toronto Raptors,Malachi Flynn,22,PG,47,14,928,.374,.605,.407,.405,.242,.321
2020-21,Toronto Raptors,Yuta Watanabe,26,SF,50,4,723,.439,.667,.375,.222,1.000,.400
2020-21,Toronto Raptors,Khem Birch,28,C,19,17,577,.556,.772,.475,.722,.167,.290
2020-21,Toronto Raptors,Gary Trent Jr.,22,SG,17,15,540,.395,.583,.400,.389,.406,.355
2020-21,Toronto Raptors,Terence Davis,23,SG,34,4,493,.414,.591,.400,.333,.333,.361
2020-21,Toronto Raptors,Freddie Gillespie,23,PF,20,2,392,.524,.675,.412,.300,0,0
2020-21,Toronto Raptors,Paul Watson,26,SF,27,2,297,.463,.875,.143,.000,0,.469
2020-21,Toronto Raptors,Rodney Hood,28,SF,17,0,216,.356,.800,.333,.333,.286,.310
2020-21,Toronto Raptors,Matt Thomas,26,SG,26,0,192,.387,.250,.250,.667,.300,.415
2020-21,Toronto Raptors,Jalen Harris,22,SG,13,2,172,.500,.706,.357,0,.400,.472
2020-21,Toronto Raptors,Alex Len,27,C,7,2,76,.500,.667,.000,0,0,.500
2020-21,Toronto Raptors,Henry Ellenson,24,PF,2,0,38,.357,.600,0,0,0,.222
2020-21,Toronto Raptors,Patrick McCaw,25,SF,5,0,33,1.000,1.000,0,0,0,0
2020-21,Utah Jazz,Royce O'Neale,27,SF,71,71,2241,.444,.737,.323,.500,.000,.385
2020-21,Utah Jazz,Bojan Bogdanović,31,SF,72,72,2216,.439,.635,.411,.438,.133,.390
2020-21,Utah Jazz,Rudy Gobert,28,C,71,71,2187,.675,.798,.281,.000,.200,.000
2020-21,Utah Jazz,Joe Ingles,33,SF,67,30,1867,.489,.729,.506,.571,.333,.451
2020-21,Utah Jazz,Jordan Clarkson,28,SG,68,1,1818,.425,.670,.497,.488,.111,.347
2020-21,Utah Jazz,Donovan Mitchell,24,PG,53,53,1771,.438,.608,.418,.451,.424,.386
2020-21,Utah Jazz,Mike Conley,33,PG,51,51,1498,.444,.557,.478,.440,.385,.412
2020-21,Utah Jazz,Georges Niang,27,PF,72,10,1154,.437,.593,.538,.276,.200,.425
2020-21,Utah Jazz,Derrick Favors,29,C,68,0,1039,.638,.729,.619,.469,.308,.000
2020-21,Utah Jazz,Miye Oni,23,SG,54,0,519,.354,.500,.400,0,0,.341
2020-21,Utah Jazz,Trent Forrest,22,PG,30,0,302,.451,.533,.524,.875,1.000,.192
2020-21,Utah Jazz,Ersan İlyasova,33,PF,17,1,148,.389,.400,.000,.000,.250,.439
2020-21,Utah Jazz,Juwan Morgan,23,PF,29,0,147,.467,.692,.333,.000,0,.308
2020-21,Utah Jazz,Jarrell Brantley,24,PF,28,0,138,.481,.818,.364,.000,.000,.429
2020-21,Utah Jazz,Matt Thomas,26,SG,19,0,134,.400,1.000,.250,.500,.667,.256
2020-21,Utah Jazz,Elijah Hughes,22,SF,18,0,64,.333,.000,.000,.500,.500,.348
2020-21,Utah Jazz,Udoka Azubuike,21,C,15,0,57,.444,.571,.000,0,0,0
2020-21,Utah Jazz,Shaquille Harrison,27,SG,17,0,56,.300,.500,.000,.500,1.000,.000
2020-21,Washington Wizards,Russell Westbrook,32,PG,65,65,2369,.439,.650,.465,.379,.383,.315
2020-21,Washington Wizards,Bradley Beal,27,SG,60,60,2147,.485,.660,.530,.470,.452,.349
2020-21,Washington Wizards,Rui Hachimura,22,PF,57,57,1797,.478,.748,.442,.430,.412,.328
2020-21,Washington Wizards,Dāvis Bertāns,28,PF,57,7,1464,.404,.706,.474,.167,.250,.395
2020-21,Washington Wizards,Raul Neto,28,PG,64,22,1403,.468,.610,.489,.511,.278,.390
2020-21,Washington Wizards,Robin Lopez,32,C,71,9,1354,.633,.696,.648,.333,0,.278
2020-21,Washington Wizards,Deni Avdija,20,SF,54,32,1257,.417,.733,.473,.214,.545,.315
2020-21,Washington Wizards,Garrison Mathews,24,SG,64,24,1038,.409,.900,.308,.400,.545,.384
2020-21,Washington Wizards,Ish Smith,32,PG,44,1,924,.434,.554,.450,.391,.412,.367
2020-21,Washington Wizards,Alex Len,27,C,57,40,903,.619,.795,.555,.154,0,.263
2020-21,Washington Wizards,Isaac Bonga,21,SF,40,8,432,.370,.692,.421,.000,0,.277
2020-21,Washington Wizards,Daniel Gafford,22,C,23,0,408,.681,.795,.571,.000,0,0
2020-21,Washington Wizards,Moritz Wagner,23,C,25,13,375,.508,.730,.526,.000,.667,.310
2020-21,Washington Wizards,Jerome Robinson,23,SG,17,6,305,.295,.600,.294,.235,.357,.262
2020-21,Washington Wizards,Troy Brown Jr.,21,SF,21,0,287,.371,.700,.455,.375,.286,.304
2020-21,Washington Wizards,Chandler Hutchison,24,SF,18,1,282,.400,.412,.425,.333,.333,.368
2020-21,Washington Wizards,Thomas Bryant,23,C,10,10,271,.648,.912,.762,.375,.000,.429
2020-21,Washington Wizards,Anthony Gill,28,PF,26,4,218,.500,.813,.526,0,.000,.292
2020-21,Washington Wizards,Cassius Winston,22,PG,22,0,98,.424,.500,.250,.750,.167,.471
2020-21,Washington Wizards,Jordan Bell,26,C,5,1,67,.350,.545,.000,0,1.000,.000
2020-21,Washington Wizards,Anžejs Pasečņiks,25,C,1,0,6,.000,0,0,0,0,.000
2021-22,Atlanta Hawks,Trae Young,23,PG,76,76,2652,.460,.620,.451,.469,.513,.382
2021-22,Atlanta Hawks,Kevin Huerter,23,SF,74,60,2188,.454,.663,.485,.505,.467,.389
2021-22,Atlanta Hawks,Clint Capela,27,C,74,73,2042,.613,.684,.382,.500,.000,.000
2021-22,Atlanta Hawks,Bogdan Bogdanović,29,SG,63,27,1848,.431,.622,.440,.523,.471,.368
2021-22,Atlanta Hawks,Danilo Gallinari,33,PF,66,18,1672,.434,.718,.377,.467,.382,.381
2021-22,Atlanta Hawks,John Collins,24,PF,54,53,1663,.526,.753,.463,.439,.400,.364
2021-22,Atlanta Hawks,De'Andre Hunter,24,SF,53,52,1577,.442,.651,.398,.409,.333,.379
2021-22,Atlanta Hawks,Delon Wright,29,SG,77,8,1452,.454,.620,.412,.250,.455,.379
2021-22,Atlanta Hawks,Onyeka Okongwu,21,C,48,6,992,.690,.765,.522,.667,0,0
2021-22,Atlanta Hawks,Lou Williams,35,PG,56,0,799,.391,.514,.392,.372,.385,.363
2021-22,Atlanta Hawks,Cam Reddish,22,SF,34,7,797,.402,.583,.447,.293,.231,.379
2021-22,Atlanta Hawks,Timothé Luwawu-Cabarrot,26,SF,52,18,685,.398,.512,.385,.429,.333,.361
2021-22,Atlanta Hawks,Gorgui Dieng,32,C,44,3,371,.473,.733,.375,.600,.364,.426
2021-22,Atlanta Hawks,Skylar Mays,24,SG,28,5,220,.500,.667,.429,.000,.750,.320
2021-22,Atlanta Hawks,Solomon Hill,30,SF,13,1,139,.150,.200,.000,0,0,.154
2021-22,Atlanta Hawks,Jalen Johnson,20,PF,22,0,120,.537,.950,.000,.000,.000,.231
2021-22,Atlanta Hawks,Kevin Knox,22,SF,17,0,111,.356,.625,.833,.000,.333,.192
2021-22,Atlanta Hawks,Chaundee Brown Jr.,23,SG,3,2,83,.360,.500,.000,.250,0,.400
2021-22,Atlanta Hawks,Wes Iwundu,27,SF,3,1,82,.444,.400,.333,.000,.667,.600
2021-22,Atlanta Hawks,Lance Stephenson,31,SG,6,0,70,.385,.667,0,.500,.400,.000
2021-22,Atlanta Hawks,Malcolm Hill,26,SG,3,0,46,.625,1.000,0,.000,1.000,.600
2021-22,Atlanta Hawks,Cameron Oliver,25,SF,2,0,43,.667,.667,1.000,0,1.000,.333
2021-22,Atlanta Hawks,Sharife Cooper,20,PG,13,0,39,.214,.143,1.000,0,0,.167
