Season,Team,Player,Age,Position,Games,Games_Started,Minutes_Played,Field_Goal_Percentage,FG_percentage_on_FGAs_that_are_0_to_3_feet_from_the_basket,FG_percentage_on_FGAs_that_are_3_to_10_feet_from_the_basket,FG_percentage_on_FGAs_that_are_10_to_16_feet_from_the_basket,FG_percentage_on_FGAs_that_are_more_than_16_feet_from_the_basket,FG_percentage_on_FGAs_that_are_3_Pt_FGAs
2015-16,Houston Rockets,Chuck Hayes,32,C,2,0,24,.500,1.000,.000,0,0,0
2015-16,Houston Rockets,Sam Dekker,21,PF,3,0,6,0,0,0,0,0,0
2015-16,Indiana Pacers,Paul George,25,SF,81,81,2819,.418,.602,.415,.351,.397,.371
2015-16,Indiana Pacers,Monta Ellis,30,SG,81,81,2734,.427,.593,.478,.441,.383,.309
2015-16,Indiana Pacers,George Hill,29,PG,74,73,2524,.441,.622,.397,.342,.363,.408
2015-16,Indiana Pacers,Ian Mahinmi,29,C,71,71,1816,.589,.690,.486,.222,.316,0
2015-16,Indiana Pacers,Lavoy Allen,26,PF,79,28,1599,.516,.709,.446,.289,.389,0
2015-16,Indiana Pacers,Jordan Hill,28,C,73,11,1513,.506,.659,.474,.506,.338,.000
2015-16,Indiana Pacers,C.J. Miles,28,SF,64,24,1464,.409,.560,.378,.486,.409,.367
2015-16,Indiana Pacers,Myles Turner,19,C,60,30,1367,.498,.690,.464,.400,.425,.214
2015-16,Indiana Pacers,Rodney Stuckey,29,PG,58,1,1275,.413,.575,.368,.404,.383,.241
2015-16,Indiana Pacers,Solomon Hill,24,SF,59,3,866,.447,.648,.353,.368,.364,.324
2015-16,Indiana Pacers,Chase Budinger,27,SF,49,2,729,.418,.656,.333,.357,.235,.290
2015-16,Indiana Pacers,Glenn Robinson III,22,SF,45,4,508,.430,.580,.476,.222,.294,.378
2015-16,Indiana Pacers,Joe Young,23,PG,41,0,384,.367,.571,.304,.333,.389,.217
2015-16,Indiana Pacers,Ty Lawson,28,PG,13,1,235,.418,.545,.750,.364,.250,.357
2015-16,Indiana Pacers,Shayne Whittington,24,PF,7,0,41,.455,.714,.000,0,.000,.000
2015-16,Indiana Pacers,Rakeem Christmas,24,PF,1,0,6,1.000,1.000,0,0,0,0
2015-16,Los Angeles Clippers,DeAndre Jordan,27,C,77,77,2598,.703,.765,.385,.333,0,.000
2015-16,Los Angeles Clippers,Chris Paul,30,PG,74,74,2420,.462,.615,.504,.527,.432,.371
2015-16,Los Angeles Clippers,Jamal Crawford,35,SG,79,5,2126,.404,.613,.468,.387,.389,.340
2015-16,Los Angeles Clippers,JJ Redick,31,SG,75,75,2097,.480,.631,.453,.364,.473,.475
2015-16,Los Angeles Clippers,Wesley Johnson,28,SF,80,9,1666,.404,.708,.474,.458,.374,.333
2015-16,Los Angeles Clippers,Austin Rivers,23,SG,67,7,1464,.438,.615,.447,.341,.387,.335
2015-16,Los Angeles Clippers,Luc Mbah a Moute,29,PF,75,61,1274,.454,.541,.458,.000,.385,.325
2015-16,Los Angeles Clippers,Paul Pierce,38,SF,68,38,1231,.363,.407,.318,.438,.517,.310
2015-16,Los Angeles Clippers,Blake Griffin,26,PF,35,35,1170,.499,.739,.484,.357,.384,.333
2015-16,Los Angeles Clippers,Pablo Prigioni,38,PG,59,3,823,.374,.643,.400,.273,.667,.295
2015-16,Los Angeles Clippers,Cole Aldrich,27,C,60,5,800,.596,.667,.521,.000,0,0
2015-16,Los Angeles Clippers,Jeff Green,29,SF,27,10,709,.427,.646,.277,.471,.414,.325
2015-16,Los Angeles Clippers,Lance Stephenson,25,SF,43,10,680,.494,.705,.308,.357,.355,.404
2015-16,Los Angeles Clippers,Josh Smith,30,PF,32,1,459,.383,.608,.333,.111,.250,.310
2015-16,Los Angeles Clippers,C.J. Wilcox,25,SG,23,0,167,.394,.700,.000,.333,.348,.391
2015-16,Los Angeles Clippers,Jeff Ayres,28,C,17,0,107,.522,.636,.000,1.000,.667,.000
2015-16,Los Angeles Clippers,Branden Dawson,22,PF,6,0,29,.400,.333,.500,0,0,0
2015-16,Los Angeles Clippers,Alex Stepheson,28,PF,4,0,12,1.000,1.000,0,0,0,0
2015-16,Los Angeles Lakers,Jordan Clarkson,23,SG,79,79,2552,.433,.540,.477,.379,.384,.347
2015-16,Los Angeles Lakers,Julius Randle,21,PF,81,60,2286,.429,.568,.362,.227,.254,.278
2015-16,Los Angeles Lakers,D'Angelo Russell,19,PG,80,48,2259,.410,.586,.463,.341,.361,.351
2015-16,Los Angeles Lakers,Lou Williams,29,SG,67,35,1907,.408,.594,.437,.345,.443,.344
2015-16,Los Angeles Lakers,Roy Hibbert,29,C,81,81,1878,.443,.623,.341,.383,.394,.000
2015-16,Los Angeles Lakers,Kobe Bryant,37,SF,66,66,1863,.358,.644,.398,.411,.312,.285
2015-16,Los Angeles Lakers,Brandon Bass,30,PF,66,0,1342,.549,.667,.381,.396,.361,.000
2015-16,Los Angeles Lakers,Larry Nance Jr.,23,PF,63,22,1266,.527,.683,.467,.345,.403,.100
2015-16,Los Angeles Lakers,Nick Young,30,SG,54,2,1033,.339,.429,.250,.405,.342,.325
2015-16,Los Angeles Lakers,Marcelo Huertas,32,PG,53,0,869,.422,.605,.477,.389,.400,.262
2015-16,Los Angeles Lakers,Anthony Brown,23,SF,29,11,599,.310,.389,.125,.455,.316,.286
2015-16,Los Angeles Lakers,Metta World Peace,36,SF,35,5,590,.311,.333,.211,.273,.389,.310
2015-16,Los Angeles Lakers,Tarik Black,24,C,39,0,496,.548,.658,.320,.250,.000,0
2015-16,Los Angeles Lakers,Ryan Kelly,24,PF,36,0,470,.369,.500,.393,.300,.536,.135
2015-16,Los Angeles Lakers,Robert Sacre,26,C,25,1,320,.413,.619,.143,.625,.400,0
2015-16,Memphis Grizzlies,Matt Barnes,35,SF,76,45,2190,.381,.561,.311,.400,.214,.322
2015-16,Memphis Grizzlies,Zach Randolph,34,PF,68,53,2016,.475,.604,.423,.462,.410,.231
2015-16,Memphis Grizzlies,Marc Gasol,31,C,52,52,1791,.464,.595,.448,.424,.435,.667
2015-16,Memphis Grizzlies,Mike Conley,28,PG,56,56,1761,.422,.544,.402,.400,.377,.363
2015-16,Memphis Grizzlies,Tony Allen,34,SG,64,57,1620,.458,.575,.203,.364,.358,.357
2015-16,Memphis Grizzlies,Jeff Green,29,SF,53,31,1544,.431,.583,.383,.491,.324,.309
2015-16,Memphis Grizzlies,Courtney Lee,30,SG,51,37,1489,.458,.597,.568,.406,.465,.370
2015-16,Memphis Grizzlies,JaMychal Green,25,PF,78,15,1446,.465,.563,.353,.455,.378,.333
2015-16,Memphis Grizzlies,Mario Chalmers,29,PG,55,7,1253,.417,.530,.429,.333,.382,.326
2015-16,Memphis Grizzlies,Vince Carter,39,SG,60,3,1005,.388,.535,.313,.360,.370,.349
2015-16,Memphis Grizzlies,Lance Stephenson,25,SF,26,3,692,.474,.639,.317,.412,.393,.355
2015-16,Memphis Grizzlies,Ryan Hollins,31,C,32,9,412,.625,.702,.455,1.000,.000,0
2015-16,Memphis Grizzlies,Jarell Martin,21,PF,27,0,380,.466,.574,.350,.600,.280,.000
2015-16,Memphis Grizzlies,P.J. Hairston,23,SF,18,9,375,.348,.688,.385,.143,.182,.232
2015-16,Memphis Grizzlies,Chris Andersen,37,C,20,14,366,.548,.674,.000,.000,.600,.222
2015-16,Memphis Grizzlies,Jordan Farmar,29,PG,12,10,291,.420,.550,.300,.333,.563,.356
2015-16,Memphis Grizzlies,Xavier Munford,23,SG,14,0,244,.416,.500,.429,.300,.455,.391
2015-16,Memphis Grizzlies,Ray McCallum,24,PG,10,3,219,.354,.615,.143,.273,.273,.385
2015-16,Memphis Grizzlies,Brandan Wright,28,PF,12,2,212,.673,.815,.556,.000,.750,0
2015-16,Memphis Grizzlies,Briante Weber,23,PG,6,4,166,.342,.750,.111,.333,.545,.000
2015-16,Memphis Grizzlies,Beno Udrih,33,PG,8,0,120,.435,.455,.667,.500,.385,.364
2015-16,Memphis Grizzlies,Russ Smith,24,PG,15,0,66,.318,.500,.000,.000,1.000,.200
2015-16,Memphis Grizzlies,Alex Stepheson,28,PF,4,0,61,.308,.429,.125,.333,.000,0
2015-16,Memphis Grizzlies,Elliot Williams,26,PG,5,0,45,.200,0,.000,0,.200,.250
2015-16,Memphis Grizzlies,James Ennis III,25,SF,10,0,40,.308,.667,0,0,.000,.250
2015-16,Memphis Grizzlies,Jordan Adams,21,SG,2,0,15,.333,.500,0,.333,0,.000
2015-16,Memphis Grizzlies,Bryce Cotton,23,PG,5,0,6,1.000,0,0,0,1.000,0
2015-16,Memphis Grizzlies,Jarnell Stokes,22,C,2,0,4,0,0,0,0,0,0
2015-16,Miami Heat,Luol Deng,30,PF,74,73,2394,.455,.670,.446,.205,.378,.344
2015-16,Miami Heat,Goran Dragić,29,PG,72,72,2363,.477,.666,.387,.426,.459,.312
2015-16,Miami Heat,Dwyane Wade,34,SG,74,73,2258,.456,.648,.430,.340,.386,.159
2015-16,Miami Heat,Justise Winslow,19,SF,78,8,2232,.422,.575,.383,.278,.358,.276
2015-16,Miami Heat,Hassan Whiteside,26,C,73,43,2125,.606,.773,.435,.437,.431,0
2015-16,Miami Heat,Chris Bosh,31,PF,53,53,1778,.467,.715,.364,.456,.425,.365
2015-16,Miami Heat,Gerald Green,30,SG,69,14,1557,.392,.586,.318,.494,.359,.323
2015-16,Miami Heat,Josh Richardson,22,SG,52,2,1107,.452,.613,.310,.267,.417,.461
2015-16,Miami Heat,Tyler Johnson,23,SG,36,5,863,.486,.625,.407,.529,.438,.380
2015-16,Miami Heat,Joe Johnson,34,SF,24,24,769,.518,.615,.571,.590,.500,.417
2015-16,Miami Heat,Amar'e Stoudemire,33,C,52,36,762,.566,.623,.472,.500,.455,0
2015-16,Miami Heat,Josh McRoberts,28,PF,42,1,595,.372,.564,.423,.154,.381,.245
2015-16,Miami Heat,Beno Udrih,33,PG,36,5,587,.434,.538,.286,.537,.386,.333
2015-16,Miami Heat,Udonis Haslem,35,PF,37,0,260,.377,.667,.571,.385,.250,.111
2015-16,Miami Heat,Mario Chalmers,29,PG,6,0,120,.313,.500,.167,1.000,.500,.091
2015-16,Miami Heat,Chris Andersen,37,C,7,1,36,.400,.667,.000,0,.000,.400
2015-16,Miami Heat,Jarnell Stokes,22,C,5,0,14,.600,1.000,1.000,0,.000,0
2015-16,Miami Heat,James Ennis III,25,SF,3,0,7,0,0,0,0,0,0
2015-16,Miami Heat,Briante Weber,23,PG,1,0,3,1.000,0,1.000,0,0,0
2015-16,Milwaukee Bucks,Khris Middleton,24,SG,79,79,2852,.444,.635,.397,.440,.415,.396
2015-16,Milwaukee Bucks,Giannis Antetokounmpo,21,PG,80,79,2823,.506,.684,.346,.288,.359,.257
2015-16,Milwaukee Bucks,Jabari Parker,20,PF,76,72,2408,.493,.657,.356,.397,.339,.257
2015-16,Milwaukee Bucks,Greg Monroe,25,C,79,67,2314,.522,.596,.446,.429,.393,.000
2015-16,Milwaukee Bucks,Michael Carter-Williams,24,PG,54,37,1649,.452,.569,.460,.347,.375,.273
2015-16,Milwaukee Bucks,Jerryd Bayless,27,SG,52,18,1505,.423,.492,.295,.400,.397,.437
2015-16,Milwaukee Bucks,O.J. Mayo,28,SG,41,24,1090,.371,.479,.192,.375,.509,.321
2015-16,Milwaukee Bucks,Rashad Vaughn,19,SG,70,6,1001,.305,.341,.240,.227,.419,.293
2015-16,Milwaukee Bucks,John Henson,25,C,57,1,960,.564,.647,.475,.583,.000,.000
2015-16,Milwaukee Bucks,Miles Plumlee,27,C,61,14,870,.601,.638,.550,.500,.000,0
2015-16,Milwaukee Bucks,Johnny O'Bryant,22,PF,66,4,857,.411,.472,.351,.200,.430,1.000
2015-16,Milwaukee Bucks,Tyler Ennis,21,PG,46,7,654,.449,.563,.296,.486,.400,.333
2015-16,Milwaukee Bucks,Greivis Vásquez,29,PG,23,0,460,.326,.458,.278,.600,.385,.247
2015-16,Milwaukee Bucks,Damien Inglis,20,SF,20,1,156,.351,.615,.333,.200,.000,.231
2015-16,Milwaukee Bucks,Chris Copeland,31,PF,24,1,156,.333,.714,.500,.000,.000,.278
2015-16,Milwaukee Bucks,Jared Cunningham,24,SG,4,0,55,.286,.667,.000,0,.000,.286
2015-16,Milwaukee Bucks,Steve Novak,32,PF,3,0,20,.333,0,0,0,0,.333
2015-16,Minnesota Timberwolves,Andrew Wiggins,20,SF,81,81,2845,.459,.648,.456,.386,.347,.300
2015-16,Minnesota Timberwolves,Karl-Anthony Towns,20,C,82,82,2627,.542,.701,.465,.410,.506,.341
2015-16,Minnesota Timberwolves,Ricky Rubio,25,PG,76,76,2323,.374,.517,.258,.229,.386,.326
2015-16,Minnesota Timberwolves,Zach LaVine,20,SG,82,33,2294,.452,.677,.349,.302,.351,.389
2015-16,Minnesota Timberwolves,Gorgui Dieng,26,C,82,39,2220,.532,.710,.395,.462,.434,.300
2015-16,Minnesota Timberwolves,Shabazz Muhammad,23,SF,82,0,1682,.465,.650,.418,.359,.358,.289
2015-16,Minnesota Timberwolves,Tayshaun Prince,35,SF,77,44,1462,.445,.759,.375,.483,.431,.174
2015-16,Minnesota Timberwolves,Nemanja Bjelica,27,PF,60,0,1075,.468,.727,.344,.333,.222,.384
2015-16,Minnesota Timberwolves,Kevin Martin,32,SG,39,12,834,.377,.608,.341,.308,.310,.369
2015-16,Minnesota Timberwolves,Tyus Jones,19,PG,37,0,573,.359,.531,.389,.200,.300,.302
2015-16,Minnesota Timberwolves,Kevin Garnett,39,PF,38,38,556,.470,.667,.500,.313,.455,.000
2015-16,Minnesota Timberwolves,Adreian Payne,24,PF,52,2,486,.366,.606,.258,.273,.342,.281
2015-16,Minnesota Timberwolves,Andre Miller,39,PG,26,0,280,.621,.677,.625,.545,.750,.250
2015-16,Minnesota Timberwolves,Damjan Rudež,29,SF,33,0,277,.403,.800,.000,.000,0,.340
2015-16,Minnesota Timberwolves,Greg Smith,25,PF,18,0,192,.563,.593,.400,0,0,0
2015-16,Minnesota Timberwolves,Nikola Peković,30,C,12,3,156,.380,.500,.300,.500,0,0
2015-16,New Oreland Pelicans,Anthony Davis,22,C,61,61,2164,.493,.697,.396,.420,.434,.324
2015-16,New Oreland Pelicans,Ryan Anderson,27,PF,66,7,2008,.427,.521,.433,.375,.470,.366
2015-16,New Oreland Pelicans,Dante Cunningham,28,SF,80,46,1971,.451,.705,.235,.500,.433,.316
2015-16,New Oreland Pelicans,Jrue Holiday,25,PG,65,23,1831,.439,.576,.418,.446,.363,.336
2015-16,New Oreland Pelicans,Alonzo Gee,28,SF,73,38,1632,.518,.699,.286,.111,.350,.283
2015-16,New Oreland Pelicans,Eric Gordon,27,SG,45,44,1481,.418,.524,.358,.500,.391,.384
2015-16,New Oreland Pelicans,Toney Douglas,29,PG,61,18,1262,.411,.584,.333,.234,.403,.399
2015-16,New Oreland Pelicans,Norris Cole,27,PG,45,23,1198,.405,.495,.400,.431,.394,.324
2015-16,New Oreland Pelicans,Ömer Aşık,29,C,68,64,1178,.533,.590,.231,.000,.000,0
2015-16,New Oreland Pelicans,Alexis Ajinça,27,C,59,17,861,.476,.674,.346,.324,.468,.000
2015-16,New Oreland Pelicans,Luke Babbitt,26,SF,47,13,845,.422,.429,.447,.400,.455,.404
2015-16,New Oreland Pelicans,Tyreke Evans,26,SG,25,25,765,.433,.509,.227,.000,.400,.388
2015-16,New Oreland Pelicans,Ish Smith,27,PG,27,3,617,.430,.598,.340,.389,.302,.303
2015-16,New Oreland Pelicans,Kendrick Perkins,31,C,37,5,542,.533,.654,.529,.200,.400,0
2015-16,New Oreland Pelicans,Tim Frazier,25,PG,16,1,469,.450,.617,.333,.286,.462,.419
2015-16,New Oreland Pelicans,Jordan Hamilton,25,SF,11,4,304,.422,.647,.357,.300,.462,.289
2015-16,New Oreland Pelicans,James Ennis III,25,SF,9,5,282,.500,.590,.200,.000,.400,.480
2015-16,New Oreland Pelicans,Bryce Dejean-Jones,23,SG,14,11,279,.406,.455,.000,.250,.500,.375
2015-16,New Oreland Pelicans,Orlando Johnson,26,SG,5,1,54,.235,.200,.500,.000,.250,.200
2015-16,New Oreland Pelicans,Nate Robinson,31,PG,2,1,23,.000,0,0,0,0,.000
2015-16,New Oreland Pelicans,Jimmer Fredette,26,SG,4,0,13,.250,1.000,.000,0,0,.000
2015-16,New York Knicks,Carmelo Anthony,31,SF,72,72,2530,.434,.540,.404,.423,.453,.339
2015-16,New York Knicks,Arron Afflalo,30,SG,71,57,2371,.443,.609,.458,.455,.416,.382
2015-16,New York Knicks,Robin Lopez,27,C,82,82,2219,.539,.619,.529,.333,.313,.000
2015-16,New York Knicks,Kristaps Porziņģis,20,PF,72,72,2047,.421,.576,.356,.405,.454,.333
2015-16,New York Knicks,Langston Galloway,24,PG,82,7,2033,.393,.580,.421,.371,.276,.344
2015-16,New York Knicks,José Calderón,34,PG,72,72,2024,.459,.644,.538,.404,.479,.414
2015-16,New York Knicks,Derrick Williams,24,SF,80,9,1435,.450,.633,.296,.453,.345,.293
2015-16,New York Knicks,Lance Thomas,27,PF,59,5,1313,.442,.578,.357,.450,.425,.404
2015-16,New York Knicks,Jerian Grant,23,PG,76,6,1265,.394,.521,.426,.381,.353,.220
2015-16,New York Knicks,Sasha Vujačić,31,SG,61,25,908,.383,.548,.000,.167,.430,.364
2015-16,New York Knicks,Kyle O'Quinn,25,PF,65,1,764,.476,.630,.378,.488,.439,.227
2015-16,New York Knicks,Kevin Séraphin,26,C,48,0,526,.410,.537,.435,.328,.371,.000
2015-16,New York Knicks,Lou Amundson,33,PF,29,0,204,.358,.533,.167,.000,.200,0
2015-16,New York Knicks,Cleanthony Early,24,SF,17,2,154,.300,.500,.333,.000,.182,.267
2015-16,New York Knicks,Thanasis Antetokounmpo,23,SF,2,0,6,.750,1.000,0,0,0,.000
2015-16,New York Knicks,Jimmer Fredette,26,SG,2,0,5,1.000,0,0,0,0,1.000
2015-16,Oklahoma City Thunder,Russell Westbrook,27,PG,80,80,2750,.454,.596,.409,.429,.392,.296
2015-16,Oklahoma City Thunder,Kevin Durant,27,SF,72,72,2578,.505,.737,.437,.542,.455,.387
2015-16,Oklahoma City Thunder,Serge Ibaka,26,PF,78,78,2500,.479,.671,.500,.486,.453,.326
2015-16,Oklahoma City Thunder,Dion Waiters,24,SG,78,15,2152,.399,.515,.333,.435,.333,.358
2015-16,Oklahoma City Thunder,Steven Adams,22,C,80,80,2014,.613,.655,.500,.571,.500,0
2015-16,Oklahoma City Thunder,Enes Freedom,23,C,82,1,1721,.576,.650,.447,.512,.365,.476
2015-16,Oklahoma City Thunder,Andre Roberson,24,SG,70,70,1553,.496,.637,.524,.000,.000,.311
2015-16,Oklahoma City Thunder,Kyle Singler,27,SF,68,2,977,.389,.553,.400,.533,.235,.309
2015-16,Oklahoma City Thunder,Anthony Morrow,30,SG,68,6,926,.408,.500,.484,.342,.487,.387
2015-16,Oklahoma City Thunder,Nick Collison,35,PF,59,4,699,.459,.509,.406,.500,.400,.000
2015-16,Oklahoma City Thunder,Cameron Payne,21,PG,57,1,698,.410,.472,.426,.489,.500,.324
2015-16,Oklahoma City Thunder,Randy Foye,32,SG,27,1,572,.349,.607,.333,.400,.192,.309
2015-16,Oklahoma City Thunder,D.J. Augustin,28,PG,34,0,519,.380,.452,.250,.000,.385,.393
2015-16,Oklahoma City Thunder,Mitch McGary,23,PF,20,0,72,.478,.667,.333,.500,.600,.000
2015-16,Oklahoma City Thunder,Josh Huestis,24,PF,5,0,55,.417,1.000,.000,.000,.000,.667
2015-16,Oklahoma City Thunder,Steve Novak,32,PF,7,0,24,.500,0,0,1.000,.000,.556
2015-16,Oklahoma City Thunder,Nazr Mohammed,38,C,5,0,19,.600,1.000,0,1.000,.000,0
2015-16,Orlando Magic,Evan Fournier,23,SF,79,71,2566,.462,.634,.405,.388,.313,.400
2015-16,Orlando Magic,Victor Oladipo,23,SG,72,52,2379,.438,.574,.313,.402,.435,.348
2015-16,Orlando Magic,Elfrid Payton,21,PG,73,69,2145,.436,.583,.381,.355,.252,.326
2015-16,Orlando Magic,Nikola Vučević,25,C,65,60,2037,.510,.616,.500,.431,.482,.222
2015-16,Orlando Magic,Aaron Gordon,20,PF,78,37,1863,.473,.654,.344,.340,.338,.296
2015-16,Orlando Magic,Tobias Harris,23,PF,49,49,1610,.464,.624,.427,.242,.440,.311
2015-16,Orlando Magic,Mario Hezonja,20,SF,79,9,1413,.433,.659,.412,.476,.395,.349
2015-16,Orlando Magic,Jason Smith,29,C,76,2,1181,.485,.580,.379,.574,.470,.250
2015-16,Orlando Magic,Andrew Nicholson,26,PF,56,0,823,.471,.708,.484,.370,.385,.360
2015-16,Orlando Magic,Channing Frye,32,PF,44,29,754,.435,.615,.364,.500,.478,.397
2015-16,Orlando Magic,Dewayne Dedmon,26,C,58,20,705,.559,.651,.415,.500,.357,0
2015-16,Orlando Magic,C.J. Watson,31,PG,33,2,656,.343,.481,.357,.571,.206,.292
2015-16,Orlando Magic,Shabazz Napier,24,PG,55,0,600,.338,.259,.357,.385,.395,.327
2015-16,Orlando Magic,Brandon Jennings,26,PG,25,6,452,.366,.550,.313,.438,.290,.346
2015-16,Orlando Magic,Ersan İlyasova,28,PF,22,4,447,.418,.517,.389,.250,.269,.409
2015-16,Orlando Magic,Devyn Marble,23,SG,28,0,249,.296,.529,.400,.000,.167,.250
2015-16,Orlando Magic,Keith Appling,23,PG,5,0,27,.250,1.000,0,.000,.000,.000
2015-16,Philadelphia 76ers,Hollis Thompson,24,SG,77,17,2154,.397,.576,.371,.357,.303,.380
2015-16,Philadelphia 76ers,Jerami Grant,21,PF,77,52,2066,.419,.619,.209,.179,.286,.240
2015-16,Philadelphia 76ers,Isaiah Canaan,24,SG,77,39,1966,.360,.489,.261,.294,.244,.363
2015-16,Philadelphia 76ers,Nerlens Noel,21,C,67,62,1965,.521,.716,.306,.306,.232,.500
2015-16,Philadelphia 76ers,Robert Covington,25,SF,67,49,1903,.385,.593,.237,.211,.353,.353
2015-16,Philadelphia 76ers,Nik Stauskas,22,SG,73,35,1809,.385,.547,.290,.357,.395,.326
2015-16,Philadelphia 76ers,Ish Smith,27,PG,50,50,1622,.405,.532,.341,.349,.356,.336
2015-16,Philadelphia 76ers,T.J. McConnell,23,PG,81,17,1606,.470,.580,.478,.500,.419,.348
2015-16,Philadelphia 76ers,Jahlil Okafor,20,C,53,48,1591,.508,.675,.463,.353,.274,.167
2015-16,Philadelphia 76ers,Richaun Holmes,22,PF,51,1,702,.514,.724,.214,.375,.286,.182
2015-16,Philadelphia 76ers,JaKarr Sampson,22,SF,47,18,691,.426,.697,.246,.182,.143,.176
2015-16,Philadelphia 76ers,Carl Landry,32,PF,36,12,569,.556,.750,.357,.552,.432,.462
2015-16,Philadelphia 76ers,Kendall Marshall,24,PG,30,6,400,.364,.550,.267,.429,.300,.327
2015-16,Philadelphia 76ers,Elton Brand,36,C,17,1,225,.431,.727,.444,.270,.643,.000
2015-16,Philadelphia 76ers,Phil Pressey,24,PG,14,0,170,.382,.560,.000,.333,.286,.308
2015-16,Philadelphia 76ers,Christian Wood,20,PF,17,0,145,.415,.625,.111,.500,.000,.364
2015-16,Philadelphia 76ers,Tony Wroten,22,PG,8,3,144,.338,.486,.000,.000,1.000,.176
2015-16,Philadelphia 76ers,Sonny Weems,29,SF,7,0,78,.333,.500,.500,.000,0,.222
2015-16,Pheonix Suns,P.J. Tucker,30,SF,82,80,2540,.411,.533,.350,.412,.333,.330
2015-16,Pheonix Suns,Devin Booker,19,SG,76,51,2108,.423,.641,.411,.370,.368,.343
2015-16,Pheonix Suns,Brandon Knight,24,SG,52,50,1870,.415,.624,.407,.361,.372,.342
2015-16,Pheonix Suns,Alex Len,22,C,78,46,1821,.423,.572,.279,.300,.350,.143
2015-16,Pheonix Suns,Mirza Teletović,30,PF,79,1,1686,.427,.670,.413,.370,.356,.393
2015-16,Pheonix Suns,Tyson Chandler,33,C,66,60,1618,.583,.685,.333,.167,.143,.000
2015-16,Pheonix Suns,Jon Leuer,26,PF,67,27,1255,.481,.725,.345,.422,.348,.382
2015-16,Pheonix Suns,Ronnie Price,32,PG,62,18,1211,.384,.628,.278,.429,.313,.347
2015-16,Pheonix Suns,Archie Goodwin,21,PG,57,13,1114,.417,.577,.145,.444,.351,.232
2015-16,Pheonix Suns,T.J. Warren,22,SF,47,4,1070,.501,.678,.438,.489,.394,.400
2015-16,Pheonix Suns,Eric Bledsoe,26,PG,31,31,1059,.453,.585,.367,.543,.417,.372
2015-16,Pheonix Suns,Markieff Morris,26,PF,37,24,917,.397,.549,.310,.410,.333,.289
2015-16,Pheonix Suns,Sonny Weems,29,SG,36,0,421,.393,.500,.333,.167,.429,.406
2015-16,Pheonix Suns,John Jenkins,24,SG,22,2,287,.467,.667,.250,.250,.500,.406
2015-16,Pheonix Suns,Chase Budinger,27,SF,17,0,200,.511,.739,.250,1.000,0,.235
2015-16,Pheonix Suns,Phil Pressey,24,PG,9,0,113,.391,.636,.500,1.000,.000,.000
2015-16,Pheonix Suns,Jordan McRae,24,PG,7,0,82,.423,.625,.000,.667,.333,.273
2015-16,Pheonix Suns,Kris Humphries,30,PF,4,3,74,.278,.364,.000,.000,.333,.300
2015-16,Pheonix Suns,Alan Williams,23,PF,10,0,68,.417,.429,.444,.000,0,0
2015-16,Pheonix Suns,Lorenzo Brown,25,PG,8,0,61,.320,.600,.500,.250,.333,.125
2015-16,Pheonix Suns,Cory Jefferson,25,PF,8,0,50,.409,.615,.000,1.000,.000,.000
2015-16,Pheonix Suns,Orlando Johnson,26,SG,2,0,47,.294,.500,.000,.000,.000,.200
2015-16,Pheonix Suns,Bryce Cotton,23,PG,3,0,33,.250,.000,.500,0,.500,.000
2015-16,Portland Trailblazers,CJ McCollum,24,SG,80,80,2780,.448,.522,.408,.476,.443,.417
2015-16,Portland Trailblazers,Damian Lillard,25,PG,75,75,2676,.419,.546,.315,.368,.423,.375
2015-16,Portland Trailblazers,Al-Farouq Aminu,25,SF,82,82,2341,.416,.597,.299,.382,.382,.361
2015-16,Portland Trailblazers,Allen Crabbe,23,SG,81,8,2105,.459,.711,.362,.514,.443,.393
2015-16,Portland Trailblazers,Mason Plumlee,25,C,82,82,2084,.516,.631,.342,.333,.294,.000
2015-16,Portland Trailblazers,Ed Davis,26,PF,81,0,1684,.611,.659,.469,.500,0,0
2015-16,Portland Trailblazers,Maurice Harkless,22,SF,78,14,1457,.474,.660,.292,.400,.333,.279
2015-16,Portland Trailblazers,Gerald Henderson,28,SG,72,0,1431,.439,.747,.314,.412,.410,.353
2015-16,Portland Trailblazers,Meyers Leonard,23,PF,61,10,1333,.448,.533,.548,.500,.523,.377
2015-16,Portland Trailblazers,Noah Vonleh,20,PF,78,56,1174,.421,.603,.283,.467,.292,.239
2015-16,Portland Trailblazers,Tim Frazier,25,PG,35,1,272,.333,.444,.444,.333,.273,.176
2015-16,Portland Trailblazers,Pat Connaughton,23,SG,34,0,143,.265,.429,.167,.000,.200,.238
2015-16,Portland Trailblazers,Brian Roberts,30,PG,21,0,137,.460,.778,.286,.500,.400,.400
2015-16,Portland Trailblazers,Chris Kaman,33,C,16,2,112,.465,.556,.667,.250,.500,.250
2015-16,Portland Trailblazers,Luis Montero,22,SG,12,0,42,.263,.500,.000,0,.500,.111
2015-16,Portland Trailblazers,Cliff Alexander,20,PF,8,0,36,.500,1.000,.000,.000,.500,0
2015-16,Sacremento Kings,Rajon Rondo,29,PG,72,72,2537,.454,.639,.377,.306,.338,.365
2015-16,Sacremento Kings,Rudy Gay,29,SF,70,70,2379,.463,.651,.384,.471,.416,.344
2015-16,Sacremento Kings,DeMarcus Cousins,25,C,65,65,2246,.451,.595,.412,.255,.358,.333
